클래스,파일명,예측_라벨,예측_클래스,신뢰도,정확_여부
Cabbage Loopers,Image_36.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.16796875,오류
Cabbage Loopers,Image_38.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.1748046875,오류
Cabbage Loopers,Image_39.png,a photo of adult Armyworms,Armyworms,0.37890625,오류
Cabbage Loopers,Image_42.jpg,a photo of adult Aphids,Aphids,0.126953125,오류
Cabbage Loopers,Image_43.jpg,a photo of larva Armyworms,Armyworms,0.119140625,오류
Cabbage Loopers,Image_44.png,a photo of larva Tomato Hornworms,Tomato Hornworms,0.1845703125,오류
Cabbage Loopers,Image_45.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.294921875,오류
Cabbage Loopers,Image_46.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.275390625,오류
Cabbage Loopers,Image_47.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.43359375,오류
Cabbage Loopers,Image_48.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.07080078125,오류
Cabbage Loopers,Image_49.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.130859375,오류
Cabbage Loopers,Image_50.jpg,a photo of pupa Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.1630859375,오류
Cabbage Loopers,Image_51.jpg,a photo of larva Western Corn Rootworms,Western Corn Rootworms,0.10107421875,오류
Cabbage Loopers,Image_52.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.0947265625,오류
Cabbage Loopers,Image_53.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.1923828125,오류
Cabbage Loopers,Image_54.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.2001953125,오류
Cabbage Loopers,Image_55.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.2158203125,오류
Cabbage Loopers,Image_57.jpg,a photo of egg Spider Mites,Spider Mites,0.2109375,오류
Cabbage Loopers,Image_58.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.2041015625,오류
Cabbage Loopers,Image_59.jpg,a photo of larva Armyworms,Armyworms,0.220703125,오류
Cabbage Loopers,Image_60.jpg,a photo of pupa Armyworms,Armyworms,0.310546875,오류
Cabbage Loopers,Image_61.jpg,a photo of adult Aphids,Aphids,0.099609375,오류
Cabbage Loopers,Image_62.jpeg,a photo of larva Cabbage Loopers,Cabbage Loopers,0.1044921875,정확
Cabbage Loopers,Image_63.jpg,a photo of adult Fall Armyworms,Fall Armyworms,0.1142578125,오류
Cabbage Loopers,Image_64.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.423828125,오류
Cabbage Loopers,Image_65.jpeg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.115234375,오류
Cabbage Loopers,Image_66.jpg,a photo of pupa Armyworms,Armyworms,0.2041015625,오류
Cabbage Loopers,Image_67.jpg,a photo of egg Aphids,Aphids,0.11328125,오류
Cabbage Loopers,Image_69.jpg,a photo of larva Cabbage Loopers,Cabbage Loopers,0.84375,정확
Cabbage Loopers,Image_70.jpg,a photo of pupa Armyworms,Armyworms,0.2138671875,오류
Cabbage Loopers,Image_71.png,a photo of pupa Fall Armyworms,Fall Armyworms,0.263671875,오류
Cabbage Loopers,Image_72.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.5078125,오류
Cabbage Loopers,Image_74.jpg,a photo of larva Aphids,Aphids,0.10302734375,오류
Cabbage Loopers,Image_75.jpg,a photo of larva Armyworms,Armyworms,0.244140625,오류
Cabbage Loopers,Image_76.jpg,a photo of larva Corn Borers,Corn Borers,0.1552734375,오류
Cabbage Loopers,Image_77.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.337890625,오류
Cabbage Loopers,Image_78.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.19921875,오류
Cabbage Loopers,Image_79.jpg,a photo of larva Cabbage Loopers,Cabbage Loopers,0.421875,정확
Cabbage Loopers,Image_80.JPG,a photo of adult Tomato Hornworms,Tomato Hornworms,0.1220703125,오류
Cabbage Loopers,Image_81.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.1689453125,오류
Cabbage Loopers,Image_83.jpg,a photo of pupa Aphids,Aphids,0.248046875,오류
Cabbage Loopers,Image_84.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.1494140625,오류
Cabbage Loopers,Image_87.jpg,a photo of larva Thrips,Thrips,0.11669921875,오류
Cabbage Loopers,Image_89.jpg,a photo of larva Cabbage Loopers,Cabbage Loopers,0.79296875,정확
Cabbage Loopers,Image_90.jpg,a photo of pupa Corn Earworms,Corn Earworms,0.2373046875,오류
Cabbage Loopers,Image_92.jpg,a photo of pupa Aphids,Aphids,0.197265625,오류
Cabbage Loopers,Image_93.jpg,a photo of larva Aphids,Aphids,0.333984375,오류
Cabbage Loopers,Image_98.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.1787109375,오류
Cabbage Loopers,Image_100.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.337890625,오류
Cabbage Loopers,Image_101.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.259765625,오류
Cabbage Loopers,Image_102.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.1279296875,오류
Cabbage Loopers,Image_103.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.1259765625,오류
Cabbage Loopers,Image_104.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.203125,오류
Cabbage Loopers,Image_105.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.0673828125,오류
Cabbage Loopers,Image_106.jpg,a photo of adult Armyworms,Armyworms,0.1396484375,오류
Cabbage Loopers,Image_107.jpg,a photo of pupa Corn Earworms,Corn Earworms,0.1826171875,오류
Cabbage Loopers,Image_108.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.1357421875,오류
Cabbage Loopers,Image_109.png,a photo of larva Tomato Hornworms,Tomato Hornworms,0.29296875,오류
Cabbage Loopers,Image_110.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.146484375,오류
Cabbage Loopers,Image_111.jpg,a photo of larva Armyworms,Armyworms,0.1220703125,오류
Cabbage Loopers,Image_112.jpg,a photo of larva Armyworms,Armyworms,0.267578125,오류
Cabbage Loopers,Image_113.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.2734375,오류
Cabbage Loopers,Image_114.jpg,a photo of larva Tomato Hornworms,Tomato Hornworms,0.236328125,오류
Cabbage Loopers,Image_115.jpg,a photo of adult Tomato Hornworms,Tomato Hornworms,0.2255859375,오류
Cabbage Loopers,Image_116.jpg,a photo of pupa Corn Earworms,Corn Earworms,0.1455078125,오류
Cabbage Loopers,Image_117.jpg,a photo of pupa Fall Armyworms,Fall Armyworms,0.18359375,오류
Cabbage Loopers,Image_118.jpg,a photo of pupa Tomato Hornworms,Tomato Hornworms,0.0810546875,오류
Cabbage Loopers,Image_119.jpg,a photo of egg Aphids,Aphids,0.1396484375,오류
Cabbage Loopers,Image_120.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.126953125,오류
Brown Marmorated Stink Bugs,Image_1.JPG,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.59765625,정확
Brown Marmorated Stink Bugs,Image_2.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.48046875,정확
Brown Marmorated Stink Bugs,Image_3.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.57421875,정확
Brown Marmorated Stink Bugs,Image_4.jpg,a photo of larva Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.294921875,정확
Brown Marmorated Stink Bugs,Image_5.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.6171875,정확
Brown Marmorated Stink Bugs,Image_6.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.5390625,정확
Brown Marmorated Stink Bugs,Image_7.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.609375,정확
Brown Marmorated Stink Bugs,Image_8.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.64453125,정확
Brown Marmorated Stink Bugs,Image_9.jpg,a photo of pupa Aphids,Aphids,0.08447265625,오류
Brown Marmorated Stink Bugs,Image_10.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.5390625,정확
Brown Marmorated Stink Bugs,Image_11.jpeg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.6171875,정확
Brown Marmorated Stink Bugs,Image_12.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.640625,정확
Brown Marmorated Stink Bugs,Image_13.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.53125,정확
Brown Marmorated Stink Bugs,Image_14.png,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.61328125,정확
Brown Marmorated Stink Bugs,Image_15.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.5078125,정확
Brown Marmorated Stink Bugs,Image_16.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.625,정확
Brown Marmorated Stink Bugs,Image_17.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.6640625,정확
Brown Marmorated Stink Bugs,Image_18.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.47265625,정확
Brown Marmorated Stink Bugs,Image_19.png,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.55859375,정확
Brown Marmorated Stink Bugs,Image_20.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.443359375,정확
Brown Marmorated Stink Bugs,Image_21.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.578125,정확
Brown Marmorated Stink Bugs,Image_22.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.55859375,정확
Brown Marmorated Stink Bugs,Image_23.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.62890625,정확
Brown Marmorated Stink Bugs,Image_24.jpg,a photo of egg Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.3359375,정확
Brown Marmorated Stink Bugs,Image_25.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.4453125,정확
Brown Marmorated Stink Bugs,Image_26.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.3984375,정확
Brown Marmorated Stink Bugs,Image_27.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.2421875,정확
Brown Marmorated Stink Bugs,Image_28.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.6953125,정확
Brown Marmorated Stink Bugs,Image_29.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.36328125,정확
Brown Marmorated Stink Bugs,Image_30.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.6015625,정확
Brown Marmorated Stink Bugs,Image_31.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.5390625,정확
Brown Marmorated Stink Bugs,Image_32.jpg,a photo of egg Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.390625,정확
Brown Marmorated Stink Bugs,Image_33.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.45703125,정확
Brown Marmorated Stink Bugs,Image_34.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.4765625,정확
Brown Marmorated Stink Bugs,Image_35.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.6640625,정확
Brown Marmorated Stink Bugs,Image_36.jpeg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.546875,정확
Brown Marmorated Stink Bugs,Image_37.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.431640625,정확
Brown Marmorated Stink Bugs,Image_38.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.6171875,정확
Brown Marmorated Stink Bugs,Image_39.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.54296875,정확
Brown Marmorated Stink Bugs,Image_40.jpg,a photo of pupa Western Corn Rootworms,Western Corn Rootworms,0.189453125,오류
Brown Marmorated Stink Bugs,Image_41.jpg,a photo of pupa Colorado Potato Beetles,Colorado Potato Beetles,0.3984375,오류
Brown Marmorated Stink Bugs,Image_42.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.51171875,정확
Brown Marmorated Stink Bugs,Image_43.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.68359375,정확
Brown Marmorated Stink Bugs,Image_44.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.38671875,정확
Brown Marmorated Stink Bugs,Image_45.png,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.4765625,정확
Brown Marmorated Stink Bugs,Image_46.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.53515625,정확
Brown Marmorated Stink Bugs,Image_47.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.55859375,정확
Brown Marmorated Stink Bugs,Image_48.jpg,a photo of egg Tomato Hornworms,Tomato Hornworms,0.208984375,오류
Brown Marmorated Stink Bugs,Image_49.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.357421875,정확
Brown Marmorated Stink Bugs,Image_50.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.62890625,정확
Brown Marmorated Stink Bugs,Image_51.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.51171875,정확
Brown Marmorated Stink Bugs,Image_52.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.400390625,정확
Brown Marmorated Stink Bugs,Image_53.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.455078125,정확
Brown Marmorated Stink Bugs,Image_54.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.380859375,정확
Brown Marmorated Stink Bugs,Image_55.jpg,a photo of egg Colorado Potato Beetles,Colorado Potato Beetles,0.494140625,오류
Brown Marmorated Stink Bugs,Image_56.jpg,a photo of Citrus Canker,Citrus Canker,0.435546875,오류
Brown Marmorated Stink Bugs,Image_59.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.5390625,정확
Brown Marmorated Stink Bugs,Image_61.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.6484375,정확
Brown Marmorated Stink Bugs,Image_62.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.5,정확
Brown Marmorated Stink Bugs,Image_63.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.578125,정확
Brown Marmorated Stink Bugs,Image_64.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.380859375,정확
Brown Marmorated Stink Bugs,Image_65.jpg,a photo of pupa Colorado Potato Beetles,Colorado Potato Beetles,0.47265625,오류
Brown Marmorated Stink Bugs,Image_66.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.56640625,정확
Brown Marmorated Stink Bugs,Image_67.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.59375,정확
Brown Marmorated Stink Bugs,Image_68.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.53125,정확
Brown Marmorated Stink Bugs,Image_69.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.546875,정확
Brown Marmorated Stink Bugs,Image_71.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.57421875,정확
Brown Marmorated Stink Bugs,Image_72.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.46875,정확
Brown Marmorated Stink Bugs,Image_73.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.41796875,정확
Brown Marmorated Stink Bugs,Image_74.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.318359375,정확
Brown Marmorated Stink Bugs,Image_75.jpeg,a photo of pupa Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.3359375,정확
Brown Marmorated Stink Bugs,Image_76.jpg,a photo of egg Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.46875,정확
Brown Marmorated Stink Bugs,Image_77.jpg,a photo of adult Corn Borers,Corn Borers,0.203125,오류
Brown Marmorated Stink Bugs,Image_78.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.484375,정확
Brown Marmorated Stink Bugs,Image_80.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.1748046875,정확
Brown Marmorated Stink Bugs,Image_81.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.6328125,정확
Brown Marmorated Stink Bugs,Image_82.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.431640625,정확
Brown Marmorated Stink Bugs,Image_83.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.376953125,정확
Brown Marmorated Stink Bugs,Image_84.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.478515625,정확
Brown Marmorated Stink Bugs,Image_85.jpg,a photo of larva Africanized Honey Bees (Killer Bees),Africanized Honey Bees (Killer Bees),0.1904296875,오류
Brown Marmorated Stink Bugs,Image_87.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.365234375,정확
Brown Marmorated Stink Bugs,Image_88.jpg,a photo of egg Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.248046875,정확
Brown Marmorated Stink Bugs,Image_89.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.37109375,정확
Brown Marmorated Stink Bugs,Image_90.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.58203125,정확
Brown Marmorated Stink Bugs,Image_91.jpg,a photo of pupa Aphids,Aphids,0.185546875,오류
Brown Marmorated Stink Bugs,Image_92.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.546875,정확
Brown Marmorated Stink Bugs,Image_93.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.68359375,정확
Brown Marmorated Stink Bugs,Image_94.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.388671875,정확
Brown Marmorated Stink Bugs,Image_95.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.578125,정확
Brown Marmorated Stink Bugs,Image_96.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.32421875,정확
Brown Marmorated Stink Bugs,Image_97.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.328125,정확
Brown Marmorated Stink Bugs,Image_98.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.177734375,정확
Brown Marmorated Stink Bugs,Image_99.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.55078125,정확
Brown Marmorated Stink Bugs,Image_100.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.486328125,정확
Brown Marmorated Stink Bugs,Image_101.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.625,정확
Brown Marmorated Stink Bugs,Image_102.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.71875,정확
Brown Marmorated Stink Bugs,Image_103.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.53125,정확
Brown Marmorated Stink Bugs,Image_104.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.578125,정확
Brown Marmorated Stink Bugs,Image_105.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.625,정확
Brown Marmorated Stink Bugs,Image_106.png,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.396484375,정확
Brown Marmorated Stink Bugs,Image_107.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.63671875,정확
Brown Marmorated Stink Bugs,Image_108.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.60546875,정확
Brown Marmorated Stink Bugs,Image_109.JPG,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.6015625,정확
Brown Marmorated Stink Bugs,Image_110.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.54296875,정확
Brown Marmorated Stink Bugs,Image_111.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.61328125,정확
Brown Marmorated Stink Bugs,Image_112.jpeg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.412109375,정확
Brown Marmorated Stink Bugs,Image_113.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.51171875,정확
Brown Marmorated Stink Bugs,Image_114.jpg,a photo of larva Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.359375,정확
Brown Marmorated Stink Bugs,Image_115.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.5,정확
Brown Marmorated Stink Bugs,Image_116.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.6640625,정확
Brown Marmorated Stink Bugs,Image_117.jpg,a photo of pupa Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.154296875,정확
Brown Marmorated Stink Bugs,Image_118.jpeg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.416015625,정확
Brown Marmorated Stink Bugs,Image_119.jpg,a photo of adult Brown Marmorated Stink Bugs,Brown Marmorated Stink Bugs,0.6171875,정확
Brown Marmorated Stink Bugs,Image_120.jpg,a photo of egg Corn Borers,Corn Borers,0.2255859375,오류
Spider Mites,Image_1.jpg,a photo of larva Aphids,Aphids,0.171875,오류
Spider Mites,Image_2.jpg,a photo of adult Aphids,Aphids,0.205078125,오류
Spider Mites,Image_3.jpg,a photo of larva Spider Mites,Spider Mites,0.22265625,정확
Spider Mites,Image_4.jpg,a photo of larva Spider Mites,Spider Mites,0.3515625,정확
Spider Mites,Image_5.jpg,a photo of adult Aphids,Aphids,0.1533203125,오류
Spider Mites,Image_6.png,a photo of egg Spider Mites,Spider Mites,0.263671875,정확
Spider Mites,Image_7.jpg,a photo of adult Aphids,Aphids,0.14453125,오류
Spider Mites,Image_8.jpg,a photo of egg Aphids,Aphids,0.337890625,오류
Spider Mites,Image_9.jpg,a photo of adult Spider Mites,Spider Mites,0.26171875,정확
Spider Mites,Image_10.jpg,a photo of larva Spider Mites,Spider Mites,0.16796875,정확
Spider Mites,Image_11.jpg,a photo of adult Spider Mites,Spider Mites,0.291015625,정확
Spider Mites,Image_12.jpg,a photo of pupa Spider Mites,Spider Mites,0.30078125,정확
Spider Mites,Image_13.jpg,a photo of egg Aphids,Aphids,0.2353515625,오류
Spider Mites,Image_14.jpg,a photo of adult Spider Mites,Spider Mites,0.26953125,정확
Spider Mites,Image_15.jpg,a photo of adult Spider Mites,Spider Mites,0.49609375,정확
Spider Mites,Image_16.jpg,a photo of adult Spider Mites,Spider Mites,0.43359375,정확
Spider Mites,Image_17.jpg,a photo of egg Spider Mites,Spider Mites,0.296875,정확
Spider Mites,Image_18.jpg,a photo of egg Spider Mites,Spider Mites,0.26953125,정확
Spider Mites,Image_19.jpg,a photo of egg Aphids,Aphids,0.271484375,오류
Spider Mites,Image_20.jpg,a photo of egg Spider Mites,Spider Mites,0.37109375,정확
Spider Mites,Image_21.jpg,a photo of adult Aphids,Aphids,0.265625,오류
Spider Mites,Image_22.jpg,a photo of adult Spider Mites,Spider Mites,0.462890625,정확
Spider Mites,Image_23.jpg,a photo of adult Aphids,Aphids,0.318359375,오류
Spider Mites,Image_24.jpg,a photo of pupa Spider Mites,Spider Mites,0.271484375,정확
Spider Mites,Image_25.jpg,a photo of egg Spider Mites,Spider Mites,0.27734375,정확
Spider Mites,Image_26.jpg,a photo of adult Spider Mites,Spider Mites,0.353515625,정확
Spider Mites,Image_27.jpg,a photo of egg Western Corn Rootworms,Western Corn Rootworms,0.1083984375,오류
Spider Mites,Image_28.jpg,a photo of adult Spider Mites,Spider Mites,0.298828125,정확
Spider Mites,Image_29.jpg,a photo of pupa Aphids,Aphids,0.28125,오류
Spider Mites,Image_30.jpg,a photo of adult Thrips,Thrips,0.26953125,오류
Spider Mites,Image_31.jpg,a photo of adult Spider Mites,Spider Mites,0.5546875,정확
Spider Mites,Image_32.jpg,a photo of pupa Spider Mites,Spider Mites,0.3359375,정확
Spider Mites,Image_33.jpg,a photo of larva Aphids,Aphids,0.185546875,오류
Spider Mites,Image_34.jpg,a photo of pupa Spider Mites,Spider Mites,0.236328125,정확
Spider Mites,Image_35.jpg,a photo of egg Spider Mites,Spider Mites,0.21875,정확
Spider Mites,Image_36.jpg,a photo of adult Spider Mites,Spider Mites,0.2236328125,정확
Spider Mites,Image_37.jpg,a photo of adult Spider Mites,Spider Mites,0.25390625,정확
Spider Mites,Image_38.jpg,a photo of egg Spider Mites,Spider Mites,0.2734375,정확
Spider Mites,Image_39.jpg,a photo of egg Spider Mites,Spider Mites,0.244140625,정확
Spider Mites,Image_40.jpg,a photo of adult Aphids,Aphids,0.234375,오류
Spider Mites,Image_41.jpg,a photo of larva Spider Mites,Spider Mites,0.234375,정확
Spider Mites,Image_42.jpeg,a photo of egg Spider Mites,Spider Mites,0.3359375,정확
Spider Mites,Image_43.jpg,a photo of adult Spider Mites,Spider Mites,0.2060546875,정확
Spider Mites,Image_44.jpg,a photo of larva Spider Mites,Spider Mites,0.181640625,정확
Spider Mites,Image_45.jpg,a photo of adult Spider Mites,Spider Mites,0.2177734375,정확
Spider Mites,Image_46.jpg,a photo of egg Aphids,Aphids,0.337890625,오류
Spider Mites,Image_47.jpg,a photo of egg Spider Mites,Spider Mites,0.197265625,정확
Spider Mites,Image_48.jpg,a photo of adult Spider Mites,Spider Mites,0.357421875,정확
Spider Mites,Image_49.jpg,a photo of egg Fruit Flies,Fruit Flies,0.16015625,오류
Spider Mites,Image_50.jpg,a photo of adult Aphids,Aphids,0.2109375,오류
Spider Mites,Image_51.JPG,a photo of adult Western Corn Rootworms,Western Corn Rootworms,0.12890625,오류
Spider Mites,Image_52.jpg,a photo of adult Spider Mites,Spider Mites,0.43359375,정확
